"seconds_ahp","run","seconds_it","users","speed"
"397",0.021979,"13",0.00289,3,"0-5"
"398",0.008198,"13",0.003374,3,"0-5"
"399",0.037212,"13",0.002715,3,"0-5"
"400",0.006088,"13",0.002529,3,"0-5"
"401",0.00758,"13",0.002797,3,"0-5"
"402",0.008576,"13",0.00287,3,"0-5"
"403",0.006305,"13",0.003478,3,"0-5"
"404",0.007286,"13",0.002827,3,"0-5"
"405",0.008608,"13",0.003619,3,"0-5"
"406",0.007181,"13",0.002954,3,"0-5"
"407",0.005366,"13",0.002245,3,"0-5"
"408",0.006545,"13",0.002418,3,"0-5"
"409",0.005907,"13",0.002609,3,"0-5"
"410",0.007885,"13",0.002544,3,"0-5"
"411",0.007693,"13",0.002466,3,"0-5"
"412",0.006109,"13",0.003195,3,"0-5"
"413",0.006278,"13",0.00254,3,"0-5"
"414",0.015152,"13",0.003018,3,"0-5"
"415",0.009238,"13",0.002273,3,"0-5"
"416",0.007759,"13",0.002272,3,"0-5"
"417",0.006357,"13",0.002411,3,"0-5"
"418",0.005157,"13",0.002066,3,"0-5"
"419",0.005233,"13",0.002188,3,"0-5"
"420",0.006077,"13",0.002114,3,"0-5"
"421",0.019989,"14",0.033473,3,"0-5"
"422",0.018405,"14",0.003816,3,"0-5"
"423",0.00888,"14",0.005589,3,"0-5"
"424",0.008627,"14",0.003217,3,"0-5"
"425",0.009909,"14",0.004969,3,"0-5"
"426",0.008225,"14",0.003198,3,"0-5"
"427",0.0081,"14",0.00352,3,"0-5"
"428",0.007716,"14",0.003769,3,"0-5"
"429",0.007398,"14",0.00293,3,"0-5"
"430",0.010043,"14",0.003086,3,"0-5"
"431",0.010487,"14",0.003848,3,"0-5"
"432",0.006887,"14",0.002962,3,"0-5"
"433",0.012283,"14",0.003048,3,"0-5"
"434",0.007564,"14",0.010056,3,"0-5"
"435",0.01011,"14",0.003226,3,"0-5"
"436",0.009006,"14",0.00325,3,"0-5"
"437",0.01011,"14",0.004431,3,"0-5"
"438",0.008493,"14",0.003117,3,"0-5"
"439",0.008203,"14",0.002893,3,"0-5"
"440",0.007779,"14",0.00397,3,"0-5"
"441",0.008823,"14",0.003358,3,"0-5"
"442",0.007395,"14",0.003135,3,"0-5"
"443",0.009014,"14",0.004476,3,"0-5"
"444",0.008565,"14",0.003191,3,"0-5"
"445",0.008471,"14",0.003263,3,"0-5"
"446",0.008849,"14",0.003428,3,"0-5"
"447",0.010666,"14",0.004664,3,"0-5"
"448",0.008216,"14",0.003036,3,"0-5"
"449",0.010726,"14",0.003507,3,"0-5"
"450",0.008963,"14",0.003627,3,"0-5"
"451",0.010658,"14",0.004653,3,"0-5"
"452",0.009003,"14",0.003368,3,"0-5"
"453",0.008801,"14",0.003547,3,"0-5"
"454",0.009829,"14",0.002992,3,"0-5"
"455",0.012705,"14",0.00394,3,"0-5"
"456",0.009511,"14",0.003982,3,"0-5"
"457",0.008801,"14",0.004001,3,"0-5"
"458",0.008907,"14",0.003893,3,"0-5"
"459",0.013341,"14",0.004709,3,"0-5"
"460",0.030109,"14",0.003481,3,"0-5"
"461",0.013032,"14",0.004179,3,"0-5"
"462",0.014684,"14",0.00307,3,"0-5"
"463",0.00862,"14",0.002912,3,"0-5"
"464",0.008593,"14",0.004798,3,"0-5"
"465",0.01091,"14",0.003203,3,"0-5"
"466",0.0079,"14",0.003291,3,"0-5"
"467",0.010525,"14",0.00419,3,"0-5"
"468",0.007998,"14",0.003749,3,"0-5"
"469",0.007891,"14",0.00332,3,"0-5"
"470",0.007684,"14",0.003495,3,"0-5"
"471",0.00741,"14",0.003593,3,"0-5"
"472",0.012625,"14",0.003538,3,"0-5"
"473",0.011195,"14",0.006174,3,"0-5"
"474",0.007795,"14",0.003416,3,"0-5"
"475",0.010489,"14",0.003258,3,"0-5"
"476",0.009927,"14",0.003979,3,"0-5"
"477",0.007975,"14",0.003189,3,"0-5"
"478",0.015689,"14",0.002962,3,"0-5"
"479",0.011953,"14",0.003193,3,"0-5"
"480",0.007631,"14",0.003473,3,"0-5"
"481",0.010433,"14",0.003304,3,"0-5"
"482",0.010821,"14",0.003941,3,"0-5"
"483",0.008942,"14",0.003739,3,"0-5"
"484",0.010625,"14",0.00849,3,"0-5"
"485",0.009698,"14",0.005533,3,"0-5"
"486",0.058751,"14",0.004378,3,"0-5"
"487",0.006924,"14",0.003754,3,"0-5"
"488",0.00741,"14",0.003086,3,"0-5"
"489",0.006508,"14",0.003019,3,"0-5"
"490",0.006651,"14",0.002651,3,"0-5"
"491",0.011445,"14",0.003057,3,"0-5"
"492",0.006724,"14",0.0031,3,"0-5"
"493",0.008576,"14",0.003943,3,"0-5"
"494",0.007554,"14",0.003214,3,"0-5"
"495",0.008386,"14",0.003464,3,"0-5"
"496",0.007395,"14",0.003563,3,"0-5"
"497",0.007656,"14",0.003591,3,"0-5"
"498",0.007373,"14",0.002719,3,"0-5"
"499",0.008379,"14",0.002391,3,"0-5"
"500",0.012494,"14",0.003168,3,"0-5"
"501",0.008944,"14",0.002425,3,"0-5"
"502",0.006621,"14",0.002222,3,"0-5"
"503",0.007122,"14",0.002872,3,"0-5"
"504",0.005664,"14",0.002597,3,"0-5"
"505",0.005807,"14",0.002634,3,"0-5"
"506",0.006082,"14",0.002455,3,"0-5"
"507",0.005233,"14",0.002435,3,"0-5"
"508",0.00543,"14",0.001976,3,"0-5"
"509",0.005825,"14",0.002818,3,"0-5"
"510",0.005944,"14",0.002461,3,"0-5"
"511",0.052409,"15",0.005591,3,"0-5"
"512",0.020453,"15",0.003593,3,"0-5"
"513",0.016489,"15",0.002978,3,"0-5"
"514",0.012186,"15",0.003277,3,"0-5"
"515",0.011473,"15",0.003584,3,"0-5"
"516",0.009127,"15",0.002467,3,"0-5"
"517",0.053258,"15",0.005436,3,"0-5"
"518",0.013758,"15",0.003647,3,"0-5"
"519",0.008144,"15",0.003019,3,"0-5"
"520",0.010434,"15",0.003938,3,"0-5"
"521",0.015238,"15",0.004949,3,"0-5"
"522",0.006684,"15",0.003277,3,"0-5"
"523",0.011113,"15",0.004033,3,"0-5"
"524",0.010618,"15",0.003786,3,"0-5"
"525",0.008139,"15",0.002779,3,"0-5"
"526",0.009462,"15",0.003593,3,"0-5"
"527",0.01126,"15",0.004381,3,"0-5"
"528",0.008535,"15",0.003292,3,"0-5"
"529",0.013632,"15",0.00318,3,"0-5"
"530",0.014134,"15",0.003626,3,"0-5"
"531",0.00778,"15",0.003357,3,"0-5"
"532",0.008898,"15",0.003368,3,"0-5"
"533",0.011426,"15",0.003576,3,"0-5"
"534",0.007663,"15",0.00255,3,"0-5"
"535",0.012405,"15",0.004446,3,"0-5"
"536",0.017217,"15",0.005858,3,"0-5"
"537",0.011119,"15",0.003275,3,"0-5"
"538",0.010354,"15",0.003864,3,"0-5"
"539",0.016596,"15",0.005867,3,"0-5"
"540",0.009785,"15",0.004252,3,"0-5"
"541",0.011253,"15",0.004294,3,"0-5"
"542",0.010196,"15",0.003819,3,"0-5"
"543",0.006927,"15",0.002615,3,"0-5"
"544",0.011789,"15",0.003462,3,"0-5"
"545",0.013445,"15",0.005867,3,"0-5"
"546",0.00964,"15",0.002581,3,"0-5"
"547",0.012456,"15",0.003673,3,"0-5"
"548",0.013392,"15",0.003425,3,"0-5"
"549",0.012284,"15",0.003275,3,"0-5"
"550",0.009715,"15",0.004763,3,"0-5"
"551",0.015346,"15",0.004319,3,"0-5"
"552",0.008487,"15",0.00263,3,"0-5"
"553",0.014414,"15",0.003711,3,"0-5"
"554",0.008984,"15",0.006632,3,"0-5"
"555",0.005693,"15",0.00195,3,"0-5"
"556",0.015598,"15",0.002797,3,"0-5"
"557",0.0073,"15",0.002845,3,"0-5"
"558",0.004938,"15",0.002486,3,"0-5"
"559",0.008734,"15",0.004471,3,"0-5"
"560",0.010432,"15",0.002914,3,"0-5"
"561",0.006638,"15",0.001798,3,"0-5"
"562",0.007494,"15",0.002443,3,"0-5"
"563",0.009429,"15",0.003056,3,"0-5"
"564",0.005502,"15",0.00189,3,"0-5"
"565",0.010088,"15",0.002935,3,"0-5"
"566",0.011044,"15",0.00371,3,"0-5"
"567",0.005712,"15",0.001747,3,"0-5"
"568",0.010754,"15",0.002656,3,"0-5"
"569",0.01164,"15",0.003193,3,"0-5"
"570",0.00588,"15",0.002209,3,"0-5"
"571",0.010032,"15",0.003121,3,"0-5"
"572",0.008186,"15",0.004405,3,"0-5"
"573",0.008545,"15",0.003004,3,"0-5"
"574",0.007441,"15",0.002813,3,"0-5"
"575",0.008079,"15",0.002845,3,"0-5"
"576",0.012265,"15",0.002015,3,"0-5"
"577",0.02123,"15",0.002843,3,"0-5"
