"Iteration","Dst","Src","BW","HC","PI","IU","run","method","users","speed"
"317",1,22,1,0,4,3,9.4,"14","ahp",30,"0"
"318",1,23,1,0.3,2,1,9.4,"14","ahp",30,"0"
"319",1,24,1,0.3,2,3,9.4,"14","ahp",30,"0"
"320",1,25,1,0,4,1,9.4,"14","ahp",30,"0"
"321",1,26,2,0,1,1,7.2,"14","ahp",30,"0"
"322",1,27,5,0,2,4,5.1,"14","ahp",30,"0"
"323",1,28,0,0.3,3,3,5.5,"14","ahp",30,"0"
"324",1,29,1,0,6,1,9.4,"14","ahp",30,"0"
"325",1,30,1,0,5,1,9.4,"14","ahp",30,"0"
"326",1,31,2,0.3,3,1,7.2,"14","ahp",30,"0"
"327",1,32,2,0.3,1,1,7.2,"14","ahp",30,"0"
"328",1,33,1,0.085714,5,3,9.4,"14","ahp",30,"0"
"329",1,34,2,0.153048,1,1,7.2,"14","ahp",30,"0"
"330",1,35,0,0.050505,5,3,5.5,"14","ahp",30,"0"
"331",1,6,1,0.3,1,3,9.4,"14","it",30,"0"
"332",1,7,2,0.203704,3,1,7.2,"14","it",30,"0"
"333",1,8,1,0.3,1,3,9.4,"14","it",30,"0"
"334",1,9,3,0.3,3,1,4.8,"14","it",30,"0"
"335",1,10,0,0.3,4,3,5.5,"14","it",30,"0"
"336",1,11,0,0.3,1,3,5.5,"14","it",30,"0"
"337",1,12,5,0.3,3,2,5.1,"14","it",30,"0"
"338",1,13,2,0.3,4,1,7.2,"14","it",30,"0"
"339",1,14,5,0.100231,2,2,5.1,"14","it",30,"0"
"340",1,15,1,0,7,1,9.4,"14","it",30,"0"
"341",1,16,0,0.3,1,3,5.5,"14","it",30,"0"
"342",1,17,5,0.3,1,4,5.1,"14","it",30,"0"
"343",1,18,1,0.085714,3,3,9.4,"14","it",30,"0"
"344",1,19,5,0.3,1,3,5.1,"14","it",30,"0"
"345",1,20,1,0.3,3,3,9.4,"14","it",30,"0"
"346",1,21,2,0,4,1,7.2,"14","it",30,"0"
"347",1,22,0,0.3,3,3,5.5,"14","it",30,"0"
"348",1,23,1,0.3,2,1,9.4,"14","it",30,"0"
"349",1,24,1,0.3,2,3,9.4,"14","it",30,"0"
"350",1,25,2,0,2,1,7.2,"14","it",30,"0"
"351",1,26,0,0,6,2,5.5,"14","it",30,"0"
"352",1,27,5,0,2,4,5.1,"14","it",30,"0"
"353",1,28,0,0.3,3,3,5.5,"14","it",30,"0"
"354",1,29,2,0,4,1,7.2,"14","it",30,"0"
"355",1,30,5,0,5,1,5.1,"14","it",30,"0"
"356",1,31,2,0.3,3,1,7.2,"14","it",30,"0"
"357",1,32,2,0.3,1,1,7.2,"14","it",30,"0"
"358",1,33,1,0.3,5,3,9.4,"14","it",30,"0"
"359",1,34,2,0.053279,1,1,7.2,"14","it",30,"0"
"360",1,35,0,0.026769,5,3,5.5,"14","it",30,"0"
"361",1,6,1,0,3,1,9.4,"15","ahp",30,"0"
"362",1,7,1,0.3,1,2,9.4,"15","ahp",30,"0"
"363",1,8,1,0,1,1,9.4,"15","ahp",30,"0"
"364",1,9,3,0.3,1,3,4.8,"15","ahp",30,"0"
"365",1,10,1,0.3,4,1,9.4,"15","ahp",30,"0"
"366",1,11,1,0.124779,1,1,9.4,"15","ahp",30,"0"
"367",1,12,1,0,5,1,9.4,"15","ahp",30,"0"
"368",1,13,2,0.3,1,1,7.2,"15","ahp",30,"0"
"369",1,14,1,0,7,1,9.4,"15","ahp",30,"0"
"370",1,15,1,0,3,1,9.4,"15","ahp",30,"0"
"371",1,16,1,0.3,2,2,9.4,"15","ahp",30,"0"
"372",1,17,1,0,1,1,9.4,"15","ahp",30,"0"
"373",1,18,1,0.12,2,2,9.4,"15","ahp",30,"0"
"374",1,19,1,0.3,1,2,9.4,"15","ahp",30,"0"
"375",1,20,3,0.3,1,3,4.8,"15","ahp",30,"0"
"376",1,21,1,0.3,4,1,9.4,"15","ahp",30,"0"
"377",1,22,0,0.3,2,2,5.5,"15","ahp",30,"0"
"378",1,23,1,0,3,2,9.4,"15","ahp",30,"0"
"379",1,24,1,0,2,2,9.4,"15","ahp",30,"0"
"380",1,25,0,0.3,1,3,5.5,"15","ahp",30,"0"
"381",1,26,5,0.3,1,2,5.1,"15","ahp",30,"0"
"382",1,27,1,0,6,1,9.4,"15","ahp",30,"0"
"383",1,28,4,0.3,1,3,3.9,"15","ahp",30,"0"
"384",1,29,1,0,5,1,9.4,"15","ahp",30,"0"
"385",1,30,1,0.3,8,1,9.4,"15","ahp",30,"0"
"386",1,31,1,0.3,7,1,9.4,"15","ahp",30,"0"
"387",1,32,1,0,2,1,9.4,"15","ahp",30,"0"
"388",1,33,1,0.3,1,2,9.4,"15","ahp",30,"0"
"389",1,34,5,0.3,2,2,5.1,"15","ahp",30,"0"
"390",1,35,1,0,3,2,9.4,"15","ahp",30,"0"
"391",1,6,4,0.3,1,1,3.9,"15","it",30,"0"
"392",1,7,1,0.3,1,2,9.4,"15","it",30,"0"
"393",1,8,1,0.27426,1,1,9.4,"15","it",30,"0"
"394",1,9,5,0.3,3,2,5.1,"15","it",30,"0"
"395",1,10,5,0.3,2,2,5.1,"15","it",30,"0"
"396",1,11,5,0.3,7,1,5.1,"15","it",30,"0"
"397",1,12,2,0.2,5,1,7.2,"15","it",30,"0"
"398",1,13,0,0.3,1,1,5.5,"15","it",30,"0"
"399",1,14,2,0.3,7,1,7.2,"15","it",30,"0"
"400",1,15,1,0.3,3,1,9.4,"15","it",30,"0"
"401",1,16,1,0.3,2,2,9.4,"15","it",30,"0"
"402",1,17,5,0,6,1,5.1,"15","it",30,"0"
"403",1,18,1,0.3,2,2,9.4,"15","it",30,"0"
"404",1,19,1,0.3,1,2,9.4,"15","it",30,"0"
"405",1,20,5,0.3,4,2,5.1,"15","it",30,"0"
"406",1,21,5,0.3,7,1,5.1,"15","it",30,"0"
"407",1,22,0,0.3,2,2,5.5,"15","it",30,"0"
"408",1,23,1,0.12,3,2,9.4,"15","it",30,"0"
"409",1,24,2,0.3,2,2,7.2,"15","it",30,"0"
"410",1,25,0,0.3,1,3,5.5,"15","it",30,"0"
"411",1,26,5,0.3,1,2,5.1,"15","it",30,"0"
"412",1,27,5,0.010187,2,1,5.1,"15","it",30,"0"
"413",1,28,5,0.3,1,2,5.1,"15","it",30,"0"
"414",1,29,0,0.3,5,1,5.5,"15","it",30,"0"
"415",1,30,1,0.3,8,1,9.4,"15","it",30,"0"
"416",1,31,5,0.3,3,1,5.1,"15","it",30,"0"
"417",1,32,5,0.3,4,1,5.1,"15","it",30,"0"
"418",1,33,1,0.3,1,2,9.4,"15","it",30,"0"
"419",1,34,5,0.3,2,2,5.1,"15","it",30,"0"
"420",1,35,1,0,3,2,9.4,"15","it",30,"0"
"421",1,6,1,0,6,2,9.4,"16","ahp",30,"0"
